cbsd_id,type,band,weather,density,traffic,min_freq,max_freq,score
8335,government,n1,rainy,urban,voice,2300.0,2400.0,11.0
8349,government,n1,sunny,urban,data,2300.0,2400.0,13.0
8334,scientific,n1,snowy,urban,voice,2300.0,2400.0,8.0
6204,scientific,n1,rainy,urban,voice,2300.0,2400.0,9.0
6207,educational,n1,cloudy,rural,emergency,2300.0,2400.0,15.0
1629,ordinary,n1,foggy,semi-urban,video,2300.0,2400.0,8.0
6210,scientific,n1,snowy,urban,emergency,2300.0,2400.0,9.0
3756,ordinary,n1,sunny,semi-urban,emergency,2300.0,2400.0,13.0
1632,scientific,n1,cloudy,semi-urban,video,2300.0,2400.0,10.0
6203,educational,n1,foggy,urban,emergency,2300.0,2400.0,12.0
6182,scientific,n1,sunny,semi-urban,emergency,2300.0,2400.0,14.0
8354,government,n1,emergency,urban,voice,2300.0,2400.0,9.0
3774,ordinary,n1,foggy,semi-urban,emergency,2300.0,2400.0,11.0
8382,government,n1,cloudy,urban,data,2300.0,2400.0,12.0
1595,educational,n1,rainy,semi-urban,voice,2300.0,2400.0,11.0
6167,government,n1,foggy,urban,emergency,2300.0,2400.0,13.0
6168,scientific,n1,cloudy,semi-urban,voice,2300.0,2400.0,12.0
6170,ordinary,n1,foggy,rural,data,2300.0,2400.0,10.0
8374,scientific,n1,snowy,semi-urban,voice,2300.0,2400.0,9.0
1600,government,n1,foggy,rural,emergency,2300.0,2400.0,15.0
3786,scientific,n1,cloudy,urban,data,2300.0,2400.0,10.0
1602,educational,n1,foggy,semi-urban,emergency,2300.0,2400.0,13.0
6172,educational,n1,rainy,urban,data,2300.0,2400.0,9.0
6173,government,n1,foggy,rural,video,2300.0,2400.0,12.0
8370,scientific,n1,foggy,rural,video,2300.0,2400.0,10.0
3782,emergency,n1,snowy,semi-urban,video,2300.0,2400.0,10.0
3780,emergency,n1,foggy,urban,voice,2300.0,2400.0,13.0
3779,ordinary,n1,emergency,urban,video,2300.0,2400.0,4.0
8325,emergency,n1,snowy,rural,data,2300.0,2400.0,12.0
6268,government,n1,rainy,rural,data,2300.0,2400.0,12.0
3754,government,n1,sunny,rural,video,2300.0,2400.0,14.0
3748,scientific,n1,emergency,rural,data,2300.0,2400.0,8.0
1671,scientific,n1,sunny,urban,voice,2300.0,2400.0,12.0
8288,ordinary,n1,sunny,semi-urban,video,2300.0,2400.0,10.0
8282,government,n1,emergency,semi-urban,data,2300.0,2400.0,9.0
3718,ordinary,n1,emergency,semi-urban,video,2300.0,2400.0,5.0
8280,emergency,n1,foggy,urban,voice,2300.0,2400.0,13.0
3717,emergency,n1,rainy,urban,data,2300.0,2400.0,11.0
1669,emergency,n1,sunny,rural,data,2300.0,2400.0,16.0
1677,ordinary,n1,snowy,urban,emergency,2300.0,2400.0,8.0
6258,educational,n1,rainy,urban,voice,2300.0,2400.0,10.0
8274,educational,n1,sunny,rural,emergency,2300.0,2400.0,16.0
6262,ordinary,n1,cloudy,urban,emergency,2300.0,2400.0,11.0
1683,ordinary,n1,sunny,rural,voice,2300.0,2400.0,13.0
3707,government,n1,rainy,semi-urban,data,2300.0,2400.0,11.0
6266,scientific,n1,cloudy,rural,emergency,2300.0,2400.0,14.0
3713,government,n1,foggy,semi-urban,data,2300.0,2400.0,12.0
3722,government,n1,cloudy,urban,data,2300.0,2400.0,12.0
1666,scientific,n1,snowy,rural,emergency,2300.0,2400.0,11.0
3725,ordinary,n1,foggy,rural,video,2300.0,2400.0,9.0
6234,ordinary,n1,cloudy,semi-urban,data,2300.0,2400.0,10.0
1641,ordinary,n1,foggy,semi-urban,video,2300.0,2400.0,8.0
3742,ordinary,n1,sunny,semi-urban,emergency,2300.0,2400.0,13.0
6236,emergency,n1,rainy,semi-urban,video,2300.0,2400.0,11.0
8306,ordinary,n1,sunny,urban,data,2300.0,2400.0,10.0
1646,ordinary,n1,cloudy,urban,emergency,2300.0,2400.0,11.0
6239,emergency,n1,snowy,semi-urban,voice,2300.0,2400.0,12.0
8301,ordinary,n1,snowy,semi-urban,data,2300.0,2400.0,7.0
8300,educational,n1,snowy,semi-urban,emergency,2300.0,2400.0,11.0
3735,emergency,n1,snowy,urban,data,2300.0,2400.0,10.0
6240,emergency,n1,sunny,urban,emergency,2300.0,2400.0,16.0
1656,emergency,n1,foggy,urban,voice,2300.0,2400.0,13.0
8297,educational,n1,emergency,rural,data,2300.0,2400.0,9.0
8296,educational,n1,emergency,semi-urban,data,2300.0,2400.0,8.0
6246,government,n1,foggy,urban,emergency,2300.0,2400.0,13.0
6219,government,n1,rainy,urban,voice,2300.0,2400.0,11.0
8385,government,n1,rainy,urban,emergency,2300.0,2400.0,12.0
6345,scientific,n1,rainy,semi-urban,data,2300.0,2400.0,9.0
3619,government,n1,foggy,urban,emergency,2300.0,2400.0,13.0
1927,ordinary,n1,sunny,semi-urban,voice,2300.0,2400.0,12.0
3529,government,n1,emergency,semi-urban,data,2300.0,2400.0,9.0
3524,educational,n1,sunny,rural,emergency,2300.0,2400.0,16.0
1934,emergency,n1,emergency,urban,data,2300.0,2400.0,9.0
3521,government,n1,snowy,semi-urban,video,2300.0,2400.0,9.0
8043,ordinary,n1,sunny,urban,voice,2300.0,2400.0,11.0
6419,educational,n1,emergency,urban,voice,2300.0,2400.0,8.0
3519,educational,n1,snowy,semi-urban,emergency,2300.0,2400.0,11.0
8041,scientific,n1,snowy,rural,data,2300.0,2400.0,9.0
1940,scientific,n1,rainy,semi-urban,voice,2300.0,2400.0,10.0
8040,emergency,n1,cloudy,semi-urban,data,2300.0,2400.0,14.0
8039,educational,n1,snowy,rural,data,2300.0,2400.0,10.0
6429,ordinary,n1,emergency,rural,video,2300.0,2400.0,6.0
6435,government,n1,rainy,semi-urban,voice,2300.0,2400.0,12.0
1938,educational,n1,sunny,semi-urban,voice,2300.0,2400.0,14.0
8057,scientific,n1,foggy,semi-urban,data,2300.0,2400.0,10.0
3533,educational,n1,foggy,semi-urban,data,2300.0,2400.0,11.0
1922,educational,n1,snowy,rural,data,2300.0,2400.0,10.0
1900,emergency,n1,sunny,rural,video,2300.0,2400.0,15.0
3551,government,n1,sunny,rural,video,2300.0,2400.0,14.0
8073,government,n1,emergency,urban,data,2300.0,2400.0,8.0
1906,scientific,n1,sunny,rural,video,2300.0,2400.0,12.0
3546,educational,n1,cloudy,semi-urban,video,2300.0,2400.0,11.0
1909,scientific,n1,snowy,urban,video,2300.0,2400.0,6.0
3543,scientific,n1,rainy,rural,voice,2300.0,2400.0,11.0
1912,government,n1,emergency,semi-urban,data,2300.0,2400.0,9.0
1913,emergency,n1,cloudy,rural,emergency,2300.0,2400.0,17.0
1915,emergency,n1,cloudy,rural,video,2300.0,2400.0,14.0
3540,scientific,n1,foggy,urban,video,2300.0,2400.0,8.0
3539,educational,n1,snowy,semi-urban,emergency,2300.0,2400.0,11.0
1918,educational,n1,foggy,rural,video,2300.0,2400.0,11.0
1919,educational,n1,rainy,urban,emergency,2300.0,2400.0,11.0
3537,educational,n1,emergency,urban,video,2300.0,2400.0,6.0
3516,emergency,n1,emergency,semi-urban,data,2300.0,2400.0,10.0
3552,scientific,n1,snowy,urban,video,2300.0,2400.0,6.0
1946,emergency,n1,rainy,urban,emergency,2300.0,2400.0,13.0
1948,government,n1,emergency,rural,voice,2300.0,2400.0,11.0
3489,government,n1,foggy,rural,emergency,2300.0,2400.0,15.0
6470,ordinary,n1,foggy,rural,voice,2300.0,2400.0,11.0
3487,emergency,n1,sunny,rural,video,2300.0,2400.0,15.0
3486,educational,n1,snowy,urban,video,2300.0,2400.0,7.0
1979,government,n1,foggy,rural,data,2300.0,2400.0,13.0
1980,government,n1,foggy,semi-urban,data,2300.0,2400.0,12.0
8014,ordinary,n1,cloudy,rural,data,2300.0,2400.0,11.0
1983,ordinary,n1,rainy,urban,data,2300.0,2400.0,7.0
1986,educational,n1,cloudy,semi-urban,data,2300.0,2400.0,12.0
6478,emergency,n1,emergency,urban,voice,2300.0,2400.0,10.0
8000,educational,n1,snowy,semi-urban,voice,2300.0,2400.0,10.0
7996,government,n1,rainy,semi-urban,video,2300.0,2400.0,10.0
7994,emergency,n1,emergency,rural,video,2300.0,2400.0,10.0
6481,government,n1,snowy,rural,voice,2300.0,2400.0,12.0
6473,government,n1,snowy,semi-urban,emergency,2300.0,2400.0,12.0
1973,emergency,n1,foggy,urban,voice,2300.0,2400.0,13.0
6467,emergency,n1,rainy,rural,emergency,2300.0,2400.0,15.0
1971,ordinary,n1,snowy,rural,data,2300.0,2400.0,8.0
8035,ordinary,n1,sunny,semi-urban,video,2300.0,2400.0,10.0
8034,government,n1,rainy,urban,voice,2300.0,2400.0,11.0
6442,government,n1,cloudy,rural,voice,2300.0,2400.0,15.0
6443,educational,n1,cloudy,semi-urban,voice,2300.0,2400.0,13.0
3507,scientific,n1,emergency,urban,voice,2300.0,2400.0,7.0
6449,emergency,n1,sunny,rural,emergency,2300.0,2400.0,18.0
6450,ordinary,n1,cloudy,semi-urban,emergency,2300.0,2400.0,12.0
1959,ordinary,n1,emergency,semi-urban,data,2300.0,2400.0,6.0
1960,government,n1,cloudy,semi-urban,video,2300.0,2400.0,12.0
3503,ordinary,n1,rainy,urban,data,2300.0,2400.0,7.0
1963,educational,n1,foggy,urban,voice,2300.0,2400.0,11.0
3500,government,n1,emergency,rural,video,2300.0,2400.0,9.0
6463,ordinary,n1,sunny,rural,video,2300.0,2400.0,11.0
3493,scientific,n1,sunny,urban,data,2300.0,2400.0,11.0
6466,government,n1,emergency,rural,data,2300.0,2400.0,10.0
3514,educational,n1,cloudy,urban,data,2300.0,2400.0,11.0
1796,ordinary,n1,cloudy,semi-urban,emergency,2300.0,2400.0,12.0
1898,educational,n1,foggy,urban,data,2300.0,2400.0,10.0
6400,scientific,n1,snowy,rural,voice,2300.0,2400.0,10.0
8139,educational,n1,rainy,urban,voice,2300.0,2400.0,10.0
3602,government,n1,sunny,semi-urban,data,2300.0,2400.0,14.0
1825,emergency,n1,snowy,semi-urban,emergency,2300.0,2400.0,13.0
1826,emergency,n1,cloudy,urban,voice,2300.0,2400.0,14.0
6365,educational,n1,snowy,urban,video,2300.0,2400.0,7.0
1828,educational,n1,sunny,urban,voice,2300.0,2400.0,13.0
6361,educational,n1,sunny,rural,data,2300.0,2400.0,14.0
3600,scientific,n1,sunny,urban,voice,2300.0,2400.0,12.0
1831,scientific,n1,sunny,urban,data,2300.0,2400.0,11.0
3596,emergency,n1,rainy,urban,data,2300.0,2400.0,11.0
3595,emergency,n1,emergency,rural,emergency,2300.0,2400.0,13.0
1836,scientific,n1,foggy,rural,voice,2300.0,2400.0,12.0
8129,emergency,n1,sunny,rural,emergency,2300.0,2400.0,18.0
8128,scientific,n1,snowy,urban,data,2300.0,2400.0,7.0
3599,educational,n1,snowy,semi-urban,voice,2300.0,2400.0,10.0
6360,educational,n1,foggy,urban,emergency,2300.0,2400.0,12.0
1819,government,n1,foggy,semi-urban,data,2300.0,2400.0,12.0
1818,educational,n1,rainy,urban,emergency,2300.0,2400.0,11.0
8157,scientific,n1,cloudy,urban,video,2300.0,2400.0,9.0
8156,government,n1,sunny,semi-urban,data,2300.0,2400.0,14.0
6350,emergency,n1,sunny,urban,emergency,2300.0,2400.0,16.0
6352,government,n1,sunny,rural,emergency,2300.0,2400.0,17.0
1805,ordinary,n1,sunny,urban,video,2300.0,2400.0,9.0
1806,scientific,n1,sunny,semi-urban,video,2300.0,2400.0,11.0
1807,ordinary,n1,rainy,rural,video,2300.0,2400.0,8.0
1808,ordinary,n1,rainy,urban,video,2300.0,2400.0,6.0
8152,educational,n1,cloudy,urban,voice,2300.0,2400.0,12.0
6354,educational,n1,sunny,rural,video,2300.0,2400.0,13.0
1812,ordinary,n1,rainy,rural,voice,2300.0,2400.0,10.0
6356,scientific,n1,sunny,semi-urban,voice,2300.0,2400.0,13.0
1814,ordinary,n1,rainy,rural,voice,2300.0,2400.0,10.0
8145,ordinary,n1,cloudy,urban,video,2300.0,2400.0,8.0
3609,government,n1,sunny,semi-urban,voice,2300.0,2400.0,15.0
3592,scientific,n1,foggy,rural,video,2300.0,2400.0,10.0
6401,ordinary,n1,foggy,semi-urban,voice,2300.0,2400.0,10.0
8126,scientific,n1,sunny,urban,video,2300.0,2400.0,10.0
8122,ordinary,n1,sunny,urban,voice,2300.0,2400.0,11.0
6392,emergency,n1,sunny,semi-urban,emergency,2300.0,2400.0,17.0
3563,ordinary,n1,emergency,rural,video,2300.0,2400.0,6.0
6394,educational,n1,sunny,rural,data,2300.0,2400.0,14.0
8091,emergency,n1,cloudy,urban,voice,2300.0,2400.0,14.0
1882,emergency,n1,sunny,rural,voice,2300.0,2400.0,17.0
8089,educational,n1,rainy,semi-urban,voice,2300.0,2400.0,11.0
8095,government,n1,foggy,urban,video,2300.0,2400.0,10.0
8088,educational,n1,sunny,semi-urban,emergency,2300.0,2400.0,15.0
1886,government,n1,emergency,rural,voice,2300.0,2400.0,11.0
1888,government,n1,cloudy,semi-urban,emergency,2300.0,2400.0,15.0
1889,emergency,n1,cloudy,rural,emergency,2300.0,2400.0,17.0
8082,scientific,n1,emergency,urban,voice,2300.0,2400.0,7.0
6397,ordinary,n1,foggy,semi-urban,video,2300.0,2400.0,8.0
1894,scientific,n1,sunny,rural,data,2300.0,2400.0,13.0
8086,scientific,n1,sunny,urban,data,2300.0,2400.0,11.0
8096,government,n1,snowy,semi-urban,voice,2300.0,2400.0,11.0
6391,educational,n1,cloudy,rural,voice,2300.0,2400.0,14.0
6388,educational,n1,sunny,urban,emergency,2300.0,2400.0,14.0
6372,educational,n1,cloudy,rural,emergency,2300.0,2400.0,15.0
6376,educational,n1,foggy,urban,data,2300.0,2400.0,10.0
3583,scientific,n1,sunny,urban,video,2300.0,2400.0,10.0
8116,educational,n1,cloudy,semi-urban,voice,2300.0,2400.0,13.0
6378,educational,n1,emergency,urban,video,2300.0,2400.0,6.0
1857,scientific,n1,sunny,semi-urban,data,2300.0,2400.0,12.0
1858,emergency,n1,sunny,rural,voice,2300.0,2400.0,17.0
8111,educational,n1,rainy,urban,video,2300.0,2400.0,8.0
3575,ordinary,n1,foggy,semi-urban,emergency,2300.0,2400.0,11.0
1864,government,n1,snowy,semi-urban,voice,2300.0,2400.0,11.0
1866,scientific,n1,sunny,semi-urban,voice,2300.0,2400.0,13.0
8105,government,n1,cloudy,rural,voice,2300.0,2400.0,15.0
8102,government,n1,foggy,urban,voice,2300.0,2400.0,12.0
8101,ordinary,n1,emergency,rural,video,2300.0,2400.0,6.0
3570,government,n1,sunny,urban,video,2300.0,2400.0,12.0
1847,ordinary,n1,sunny,rural,emergency,2300.0,2400.0,14.0
6165,ordinary,n1,snowy,semi-urban,video,2300.0,2400.0,6.0
1590,emergency,n1,sunny,urban,data,2300.0,2400.0,14.0
6163,ordinary,n1,cloudy,urban,video,2300.0,2400.0,8.0
8675,government,n1,sunny,semi-urban,video,2300.0,2400.0,13.0
3986,scientific,n1,emergency,semi-urban,voice,2300.0,2400.0,8.0
3983,government,n1,emergency,urban,emergency,2300.0,2400.0,10.0
5990,ordinary,n1,cloudy,rural,video,2300.0,2400.0,10.0
3980,ordinary,n1,snowy,rural,emergency,2300.0,2400.0,10.0
1331,ordinary,n1,rainy,semi-urban,data,2300.0,2400.0,8.0
8679,educational,n1,snowy,semi-urban,data,2300.0,2400.0,9.0
8670,scientific,n1,rainy,semi-urban,data,2300.0,2400.0,9.0
3979,government,n1,cloudy,urban,video,2300.0,2400.0,11.0
3975,emergency,n1,cloudy,semi-urban,data,2300.0,2400.0,14.0
5996,educational,n1,foggy,urban,data,2300.0,2400.0,10.0
1339,educational,n1,cloudy,semi-urban,data,2300.0,2400.0,12.0
8663,emergency,n1,foggy,urban,voice,2300.0,2400.0,13.0
8660,scientific,n1,rainy,rural,video,2300.0,2400.0,9.0
1333,scientific,n1,foggy,rural,voice,2300.0,2400.0,12.0
1323,ordinary,n1,cloudy,semi-urban,voice,2300.0,2400.0,11.0
5986,emergency,n1,cloudy,rural,voice,2300.0,2400.0,16.0
1321,government,n1,rainy,semi-urban,emergency,2300.0,2400.0,13.0
4022,ordinary,n1,cloudy,rural,video,2300.0,2400.0,10.0
1290,ordinary,n1,snowy,rural,voice,2300.0,2400.0,9.0
8710,scientific,n1,snowy,rural,data,2300.0,2400.0,9.0
5946,scientific,n1,rainy,semi-urban,emergency,2300.0,2400.0,11.0
1295,ordinary,n1,sunny,urban,emergency,2300.0,2400.0,12.0
1301,emergency,n1,cloudy,urban,emergency,2300.0,2400.0,15.0
5957,scientific,n1,foggy,rural,video,2300.0,2400.0,10.0
5968,scientific,n1,rainy,urban,data,2300.0,2400.0,8.0
1309,scientific,n1,foggy,rural,data,2300.0,2400.0,11.0
8691,emergency,n1,foggy,rural,video,2300.0,2400.0,13.0
3998,emergency,n1,snowy,semi-urban,data,2300.0,2400.0,11.0
8683,educational,n1,foggy,urban,voice,2300.0,2400.0,11.0
1315,emergency,n1,emergency,semi-urban,video,2300.0,2400.0,9.0
5976,emergency,n1,foggy,urban,emergency,2300.0,2400.0,14.0
3994,scientific,n1,foggy,urban,video,2300.0,2400.0,8.0
3970,ordinary,n1,snowy,semi-urban,video,2300.0,2400.0,6.0
8712,educational,n1,emergency,urban,data,2300.0,2400.0,7.0
3969,scientific,n1,cloudy,rural,video,2300.0,2400.0,11.0
5997,emergency,n1,snowy,semi-urban,video,2300.0,2400.0,10.0
3946,emergency,n1,foggy,semi-urban,voice,2300.0,2400.0,14.0
8627,scientific,n1,snowy,rural,video,2300.0,2400.0,8.0
8626,emergency,n1,rainy,semi-urban,voice,2300.0,2400.0,13.0
8625,educational,n1,rainy,rural,voice,2300.0,2400.0,12.0
6014,ordinary,n1,foggy,semi-urban,data,2300.0,2400.0,9.0
8621,scientific,n1,cloudy,rural,video,2300.0,2400.0,11.0
6004,emergency,n1,emergency,urban,data,2300.0,2400.0,9.0
3943,ordinary,n1,snowy,semi-urban,video,2300.0,2400.0,6.0
8616,scientific,n1,foggy,semi-urban,voice,2300.0,2400.0,11.0
3940,scientific,n1,sunny,urban,emergency,2300.0,2400.0,13.0
3938,educational,n1,cloudy,urban,voice,2300.0,2400.0,12.0
8609,ordinary,n1,cloudy,urban,voice,2300.0,2400.0,10.0
6018,scientific,n1,foggy,semi-urban,voice,2300.0,2400.0,11.0
1389,emergency,n1,sunny,rural,data,2300.0,2400.0,16.0
3942,emergency,n1,rainy,semi-urban,emergency,2300.0,2400.0,14.0
6000,government,n1,cloudy,rural,data,2300.0,2400.0,14.0
8639,scientific,n1,snowy,rural,emergency,2300.0,2400.0,11.0
3953,emergency,n1,cloudy,semi-urban,data,2300.0,2400.0,14.0
1348,scientific,n1,snowy,urban,emergency,2300.0,2400.0,9.0
3966,emergency,n1,cloudy,rural,emergency,2300.0,2400.0,17.0
3963,ordinary,n1,cloudy,rural,video,2300.0,2400.0,10.0
3961,emergency,n1,foggy,urban,emergency,2300.0,2400.0,14.0
1354,government,n1,rainy,rural,data,2300.0,2400.0,12.0
3960,scientific,n1,cloudy,semi-urban,video,2300.0,2400.0,10.0
8652,educational,n1,sunny,semi-urban,voice,2300.0,2400.0,14.0
3959,emergency,n1,sunny,urban,data,2300.0,2400.0,14.0
8649,government,n1,sunny,rural,video,2300.0,2400.0,14.0
3958,government,n1,foggy,urban,data,2300.0,2400.0,11.0
8647,educational,n1,rainy,rural,video,2300.0,2400.0,10.0
8646,government,n1,emergency,rural,data,2300.0,2400.0,10.0
8644,educational,n1,emergency,rural,emergency,2300.0,2400.0,11.0
1366,educational,n1,foggy,semi-urban,video,2300.0,2400.0,10.0
3954,scientific,n1,snowy,urban,video,2300.0,2400.0,6.0
3968,emergency,n1,cloudy,rural,voice,2300.0,2400.0,16.0
6019,government,n1,cloudy,semi-urban,voice,2300.0,2400.0,14.0
4023,ordinary,n1,cloudy,urban,voice,2300.0,2400.0,10.0
5936,emergency,n1,sunny,semi-urban,emergency,2300.0,2400.0,17.0
8793,ordinary,n1,snowy,semi-urban,emergency,2300.0,2400.0,9.0
5883,scientific,n1,sunny,semi-urban,emergency,2300.0,2400.0,14.0
1218,ordinary,n1,sunny,rural,voice,2300.0,2400.0,13.0
4076,emergency,n1,emergency,rural,data,2300.0,2400.0,11.0
1220,scientific,n1,sunny,urban,video,2300.0,2400.0,10.0
4075,ordinary,n1,foggy,urban,voice,2300.0,2400.0,9.0
5877,government,n1,foggy,urban,video,2300.0,2400.0,10.0
8789,scientific,n1,snowy,urban,video,2300.0,2400.0,6.0
1224,educational,n1,snowy,rural,data,2300.0,2400.0,10.0
5884,scientific,n1,emergency,semi-urban,data,2300.0,2400.0,7.0
1226,ordinary,n1,snowy,rural,emergency,2300.0,2400.0,10.0
8778,ordinary,n1,sunny,rural,video,2300.0,2400.0,11.0
5896,emergency,n1,snowy,rural,emergency,2300.0,2400.0,14.0
1232,emergency,n1,rainy,urban,data,2300.0,2400.0,11.0
1223,educational,n1,sunny,semi-urban,emergency,2300.0,2400.0,15.0
1214,educational,n1,cloudy,urban,emergency,2300.0,2400.0,13.0
1212,government,n1,emergency,semi-urban,emergency,2300.0,2400.0,11.0
1211,emergency,n1,sunny,urban,emergency,2300.0,2400.0,16.0
5860,government,n1,snowy,rural,data,2300.0,2400.0,11.0
1192,scientific,n1,foggy,semi-urban,voice,2300.0,2400.0,11.0
5861,government,n1,emergency,semi-urban,data,2300.0,2400.0,9.0
8824,government,n1,cloudy,rural,video,2300.0,2400.0,13.0
1197,emergency,n1,rainy,urban,emergency,2300.0,2400.0,13.0
4089,educational,n1,snowy,semi-urban,video,2300.0,2400.0,8.0
8818,educational,n1,cloudy,urban,emergency,2300.0,2400.0,13.0
4085,emergency,n1,rainy,semi-urban,voice,2300.0,2400.0,13.0
8815,government,n1,sunny,rural,voice,2300.0,2400.0,16.0
8810,scientific,n1,emergency,rural,emergency,2300.0,2400.0,10.0
5871,government,n1,sunny,rural,emergency,2300.0,2400.0,17.0
8807,educational,n1,cloudy,urban,video,2300.0,2400.0,10.0
8806,ordinary,n1,snowy,urban,video,2300.0,2400.0,5.0
8800,government,n1,foggy,rural,data,2300.0,2400.0,13.0
8799,emergency,n1,foggy,semi-urban,voice,2300.0,2400.0,14.0
